Company,Designation,Skills,Achievements,Status
Microsoft,Software Engineer,"Agile, Git, Leadership, Algorithms, SQL, Communication, Python, Scalability",Optimized core service latency by 242ms,Accepted
Google,DevOps Engineer,"Java, C#, Scalability, Python, Leadership, Communication","Improved system uptime to 14.3% | Implemented CI/CD pipeline, reducing deployment time from 2 hours to 34 minutes",Accepted
Microsoft,DevOps Engineer,"CI/CD, Java, Python, Terraform, Docker, Kubernetes, AWS",Improved system uptime to 17.1%,Accepted
Google,Product Manager,"Jira, Scalability, UX/UI Principles, Machine Learning, Agile, Market Analysis, SQL","Launched new product feature, generating $2.63M in Q1 revenue",Accepted
Google,Cloud Architect,"Azure, Python, Scalability, Terraform, Network Security, Agile, Java","Migrated legacy system to cloud, reducing operational cost by 24.3% | Improved infrastructure deployment speed by 10.5%",Accepted
Google,Cloud Architect,"AWS, Java, Scalability, Kubernetes, Communication, Leadership",Improved infrastructure deployment speed by 23.0%,Accepted
Amazon,Data Scientist,"Scalability, Python, SQL, Machine Learning, Java","Designed A/B test for product feature, resulting in 11.5% conversion increase",Accepted
Salesforce,Data Scientist,"TensorFlow, Agile, C#, Machine Learning, Scalability, Java, AWS, Python","Improved model accuracy by 5.8% | Designed A/B test for product feature, resulting in 5.0% conversion increase",Rejected
Google,DevOps Engineer,"Monitoring, Python, SQL, Kubernetes, Linux, Terraform","Implemented CI/CD pipeline, reducing deployment time from 2 hours to 28 minutes",Accepted
Microsoft,Data Scientist,"R, Python, Data Visualization, Agile, TensorFlow","Designed A/B test for product feature, resulting in 4.2% conversion increase",Rejected
Salesforce,DevOps Engineer,"Agile, Kubernetes, Docker, Python, AWS, Communication, Monitoring, Terraform","Implemented CI/CD pipeline, reducing deployment time from 4 hours to 60 minutes",Accepted
Salesforce,Software Engineer,"Python, C#, Git, SQL, Data Structures",Optimized core service latency by 385ms | Reduced application crash rate by 19.8%,Accepted
Infosys,Cloud Architect,"Python, Scalability, Java, Leadership, Terraform","Designed a highly available, multi-region architecture for 15M users | Improved infrastructure deployment speed by 11.8%",Accepted
Infosys,Product Manager,"SQL, UX/UI Principles, Scalability, Communication, AWS, Roadmapping, Jira, Agile",Increased user retention by 19.8% through key feature roll-out,Accepted
Infosys,Data Scientist,"AWS, Statistics, TensorFlow, Python, R","Reduced data processing time by 5.8% | Designed A/B test for product feature, resulting in 5.7% conversion increase",Rejected
Salesforce,Software Engineer,"Git, AWS, Agile, Data Structures, CI/CD, C#",Reduced application crash rate by 17.5%,Accepted
Microsoft,Data Scientist,"Scalability, TensorFlow, Machine Learning, Data Visualization, R, Python",Improved model accuracy by 5.0% | Reduced data processing time by 7.0%,Rejected
Salesforce,DevOps Engineer,"Terraform, Leadership, AWS, Python, Kubernetes, Monitoring","Implemented CI/CD pipeline, reducing deployment time from 4 hours to 81 minutes | Automated 8 infrastructure tasks, saving 5 team-hours per week",Rejected
Salesforce,Product Manager,"Jira, Agile, SQL, UX/UI Principles, Python, Leadership","Defined 1-year product roadmap, securing $0.55M in budget",Accepted
Microsoft,Product Manager,"Jira, Python, Scalability, Communication, Agile, SQL","Launched new product feature, generating $0.26M in Q1 revenue | Defined 1-year product roadmap, securing $0.11M in budget",Rejected
Amazon,Cloud Architect,"Java, Python, Communication, Agile, Scalability","Migrated legacy system to cloud, reducing operational cost by 6.0% | Designed a highly available, multi-region architecture for 3M users",Rejected
Microsoft,Product Manager,"SQL, UX/UI Principles, Market Analysis, Jira, Agile, Java","Increased user retention by 24.0% through key feature roll-out | Defined 1-year product roadmap, securing $1.97M in budget",Accepted
Infosys,Cloud Architect,"Network Security, Scalability, Python, Terraform, AWS",Improved infrastructure deployment speed by 5.5%,Rejected
Microsoft,Cloud Architect,"Azure, Leadership, Terraform, Scalability, C#, AWS","Designed a highly available, multi-region architecture for 10M users",Accepted
Infosys,Data Scientist,"R, Java, Data Visualization, TensorFlow, C#, Machine Learning, Python, AWS",Improved model accuracy by 21.9%,Accepted
Salesforce,Cloud Architect,"Kubernetes, Java, AWS, SQL, Python","Designed a highly available, multi-region architecture for 11M users",Accepted
Amazon,Data Scientist,"R, AWS, Scalability, Data Visualization, Statistics, Python","Designed A/B test for product feature, resulting in 21.9% conversion increase | Reduced data processing time by 10.7%",Accepted
Amazon,Data Scientist,"Java, Scalability, Machine Learning, C#, R, Agile, Python","Designed A/B test for product feature, resulting in 23.8% conversion increase | Improved model accuracy by 22.5%",Accepted
Microsoft,Product Manager,"Scalability, Java, C#, Agile, UX/UI Principles, AWS, Roadmapping, Jira","Increased user retention by 4.4% through key feature roll-out | Defined 1-year product roadmap, securing $0.18M in budget",Rejected
Salesforce,Data Scientist,"Machine Learning, C#, Python, R, Agile, Data Visualization, Statistics",Reduced data processing time by 22.2% | Improved model accuracy by 21.7%,Accepted
Salesforce,Software Engineer,"C#, Python, Data Structures, Communication, Java, Git, Algorithms, AWS",Reduced application crash rate by 4.7%,Rejected
Google,Cloud Architect,"Java, Agile, Terraform, Network Security, Azure","Designed a highly available, multi-region architecture for 18M users | Migrated legacy system to cloud, reducing operational cost by 21.6%",Accepted
Microsoft,Product Manager,"Jira, Market Analysis, Leadership, UX/UI Principles, Roadmapping, Python","Defined 1-year product roadmap, securing $0.36M in budget",Rejected
Salesforce,Data Scientist,"Agile, SQL, R, Python, TensorFlow, C#, Statistics","Designed A/B test for product feature, resulting in 18.5% conversion increase",Accepted
Microsoft,Software Engineer,"CI/CD, Git, Algorithms, Data Structures, C#, Agile",Optimized core service latency by 222ms | Led a team of 9 developers on a key project,Accepted
Infosys,Data Scientist,"Agile, TensorFlow, Java, Statistics, Machine Learning, Python",Reduced data processing time by 12.6%,Accepted
Amazon,Data Scientist,"Scalability, Python, R, Communication, Machine Learning, AWS",Reduced data processing time by 20.0%,Accepted
Microsoft,Product Manager,"Python, SQL, Agile, Market Analysis, Java, Roadmapping","Increased user retention by 2.4% through key feature roll-out | Launched new product feature, generating $0.3M in Q1 revenue",Rejected
Microsoft,DevOps Engineer,"Docker, Machine Learning, Communication, Kubernetes, Java, Agile","Implemented CI/CD pipeline, reducing deployment time from 1 hours to 66 minutes | Improved system uptime to 5.6%",Rejected
Amazon,Data Scientist,"Java, AWS, Data Visualization, Statistics, Agile, Scalability, Machine Learning","Designed A/B test for product feature, resulting in 7.3% conversion increase | Reduced data processing time by 2.3%",Rejected
Microsoft,Product Manager,"Communication, Roadmapping, UX/UI Principles, Market Analysis, C#","Defined 1-year product roadmap, securing $2.11M in budget | Increased user retention by 16.4% through key feature roll-out",Accepted
Infosys,Product Manager,"Java, Market Analysis, UX/UI Principles, Python, Roadmapping, Communication, Agile, Jira","Increased user retention by 5.2% through key feature roll-out | Defined 1-year product roadmap, securing $0.26M in budget",Rejected
Microsoft,Product Manager,"SQL, Agile, UX/UI Principles, Jira, Machine Learning, Roadmapping","Launched new product feature, generating $1.87M in Q1 revenue | Increased user retention by 15.7% through key feature roll-out",Accepted
Salesforce,Cloud Architect,"Communication, Network Security, Terraform, Machine Learning, Azure, Scalability, Kubernetes",Improved infrastructure deployment speed by 22.7%,Accepted
Infosys,Product Manager,"SQL, Java, Jira, Market Analysis, Agile","Increased user retention by 12.0% through key feature roll-out | Launched new product feature, generating $2.89M in Q1 revenue",Accepted
Microsoft,Data Scientist,"AWS, Data Visualization, R, Statistics, Communication, Agile, Leadership","Improved model accuracy by 11.8% | Designed A/B test for product feature, resulting in 18.2% conversion increase",Accepted
Infosys,Cloud Architect,"Kubernetes, Agile, AWS, Network Security, SQL","Designed a highly available, multi-region architecture for 8M users",Accepted
Amazon,DevOps Engineer,"CI/CD, Terraform, Communication, Linux, Docker, AWS, Java","Implemented CI/CD pipeline, reducing deployment time from 3 hours to 37 minutes",Accepted
Salesforce,Data Scientist,"R, Machine Learning, Data Visualization, TensorFlow, Communication","Designed A/B test for product feature, resulting in 13.2% conversion increase",Accepted
Microsoft,Data Scientist,"SQL, Scalability, AWS, TensorFlow, Data Visualization, Python, Leadership","Reduced data processing time by 20.4% | Designed A/B test for product feature, resulting in 10.5% conversion increase",Accepted
Microsoft,Product Manager,"Leadership, Python, Jira, Agile, SQL, Communication, Market Analysis, Java","Launched new product feature, generating $1.45M in Q1 revenue",Accepted
Amazon,Software Engineer,"Java, AWS, Machine Learning, Leadership, Git, SQL, Scalability",Reduced application crash rate by 15.1% | Led a team of 13 developers on a key project,Accepted
Microsoft,DevOps Engineer,"Leadership, SQL, Kubernetes, Docker, CI/CD, Python","Automated 9 infrastructure tasks, saving 22 team-hours per week",Accepted
Infosys,Cloud Architect,"AWS, Azure, Communication, Scalability, Java","Migrated legacy system to cloud, reducing operational cost by 19.1% | Designed a highly available, multi-region architecture for 18M users",Accepted
Infosys,Software Engineer,"Java, Data Structures, Git, SQL, Scalability, CI/CD, C#, Agile",Led a team of 14 developers on a key project | Optimized core service latency by 220ms,Accepted
Infosys,Cloud Architect,"Python, Network Security, Terraform, Scalability, Azure, Agile, Kubernetes","Improved infrastructure deployment speed by 21.7% | Migrated legacy system to cloud, reducing operational cost by 24.7%",Accepted
Microsoft,Software Engineer,"Java, AWS, C#, Algorithms, Scalability, Python, CI/CD",Optimized core service latency by 400ms,Accepted
Salesforce,Software Engineer,"Communication, Agile, CI/CD, Python, SQL, Data Structures, Algorithms, Leadership",Led a team of 3 developers on a key project,Rejected
Microsoft,DevOps Engineer,"Monitoring, Communication, Docker, Linux, Kubernetes, SQL, Python",Improved system uptime to 17.8%,Accepted
Google,DevOps Engineer,"Scalability, Machine Learning, Monitoring, CI/CD, Communication",Improved system uptime to 20.8%,Accepted
Amazon,Software Engineer,"Data Structures, C#, Algorithms, Communication, Leadership",Reduced application crash rate by 17.5% | Optimized core service latency by 332ms,Accepted
Google,Data Scientist,"Data Visualization, Python, R, Scalability, SQL",Improved model accuracy by 20.3% | Reduced data processing time by 16.7%,Accepted
Infosys,Product Manager,"Jira, UX/UI Principles, Python, Java, Communication","Defined 1-year product roadmap, securing $2.07M in budget | Increased user retention by 18.6% through key feature roll-out",Accepted
Salesforce,Data Scientist,"Agile, Python, TensorFlow, Java, AWS","Designed A/B test for product feature, resulting in 12.7% conversion increase",Accepted
Salesforce,Product Manager,"Communication, Market Analysis, Agile, Python, Scalability, SQL, Jira, Roadmapping","Defined 1-year product roadmap, securing $1.43M in budget",Accepted
Google,Cloud Architect,"Python, Network Security, AWS, Azure, Terraform, Kubernetes","Migrated legacy system to cloud, reducing operational cost by 3.4%",Rejected
Infosys,Cloud Architect,"Kubernetes, Leadership, Python, Azure, Terraform, Agile","Migrated legacy system to cloud, reducing operational cost by 3.9%",Rejected
Amazon,Software Engineer,"Python, Data Structures, Algorithms, Communication, Scalability, AWS",Led a team of 11 developers on a key project | Reduced application crash rate by 10.9%,Accepted
Infosys,Product Manager,"Java, Market Analysis, AWS, Python, Jira, Roadmapping, UX/UI Principles, Communication","Increased user retention by 5.4% through key feature roll-out | Launched new product feature, generating $0.19M in Q1 revenue",Rejected
Amazon,Cloud Architect,"Network Security, Communication, Azure, Terraform, Python, Agile, SQL","Improved infrastructure deployment speed by 5.0% | Designed a highly available, multi-region architecture for 2M users",Rejected
Salesforce,Cloud Architect,"AWS, Azure, C#, SQL, Terraform, Kubernetes, Java","Migrated legacy system to cloud, reducing operational cost by 11.4% | Designed a highly available, multi-region architecture for 12M users",Accepted
Amazon,Software Engineer,"Data Structures, Python, C#, Git, Scalability, Algorithms, Java",Optimized core service latency by 50ms | Led a team of 2 developers on a key project,Rejected
Amazon,Cloud Architect,"Azure, Terraform, Machine Learning, Network Security, AWS, Agile, Kubernetes, Scalability",Improved infrastructure deployment speed by 2.5%,Rejected
